"PK","Lng","Lat"
"234","-73.04618000000001","5.792606000000001"
"235","-73.04146299999999","5.798932"
"236","-73.036356","5.805901999999999"
"237","-73.03171500000001","5.813208999999999"
"238","-73.035776","5.820921000000001"
"239","-73.028644","5.824550000000001"
"240","-73.02451499999999","5.816511"
"241","-73.017627","5.811653"
"242","-73.00879999999999","5.80982"
"243","-73.00206900000001","5.804234"
"244","-72.99615","5.797407"
"245","-72.990227","5.790584"
"246","-72.98623499999999","5.782506"
"247","-72.979868","5.776114"
"248","-72.97654799999999","5.767866999999999"
"249","-72.974159","5.759148000000001"
"250","-72.968637","5.752156"
"251","-72.962085","5.745955"
"252","-72.955172","5.740141000000001"
"253","-72.948262","5.734324"
"254","-72.94135","5.72851"
"255","-72.934342","5.722854"
"256","-72.92568","5.725245000000001"
"257","-72.920282","5.731799"
"258","-72.916353","5.739938"
"259","-72.910887","5.747069"
"260","-72.903441","5.751858"
"261","-72.89559199999999","5.756127"
"262","-72.89201799999999","5.763543999999999"
"262","-72.891271","5.765479"
"236","-74.67998299999999","5.757799"
"236","-74.440494","6.444007999999999"
"236","-74.475644","6.441287000000001"
"236","-74.638824","6.034909"
"236","-74.420221","6.460393"
"236","-74.224844","6.558139"
"236","-74.057085","6.652371"
"236","-73.92045899999999","6.80194"
"236","-73.84768","7.064831"
"236","-73.792034","7.309687"
"236","-73.720663","8.340712999999999"
"236","-74.671668","5.476533"
"236","-73.574696","7.605958"
"236","-73.564763","9.362072"
"236","-73.752748","8.283125999999999"
"236","-74.107151","4.641328"
"236","-74.329677","4.782454"
"236","-74.027458","4.858985"
"236","-74.001209","5.02162"
"236","-73.359651","5.527275"
"236","-73.121718","5.778914000000001"
"236","-73.032391","5.82392"
"236","-72.930778","5.72364"
"236","-72.896084","5.755806"
"236","-73.7993","5.062647"
"236","-73.680361","5.149993"
"236","-73.59759200000001","5.217819"
"236","-74.62666","6.391628"
"236","-74.67623399999999","5.765729"
